agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,m_latency_mean_ms,m_latency_p50_ms,m_latency_p95_ms,m_latency_p99_ms,m_latency_max_ms,m_excess_latency_mean_ms,m_on_time_rate,m_late_rate,m_deadline_failure_rate,m_rejection_rate,m_sla_violation_rate,m_completion_rate,m_makespan_s,m_throughput_tps,m_goodput_tps,m_energy_j,m_energy_per_task_j,m_mean_power_w,m_jain_server_tasks,m_jain_server_tasks_per_core,m_max_server_task_share,m_tasks_server1,m_tasks_server2,m_tasks_server3,m_tasks_server4,m_jain_user_completion,m_min_user_completion_rate,m_util_cpu_fleet,m_util_ram_fleet,m_util_variance_servers,m_util_std_servers,m_util_std_instant_mean,m_queue_mean_fill,m_queue_max_seen,m_util_server1,m_queue_server1,m_util_server2,m_queue_server2,m_util_server3,m_queue_server3,m_util_server4,m_queue_server4,fail_server_full_or_incompatible
ECT,normal,normal,True,normal_normal,1,90001,49.0,41.0,8.0,0.8367346938775511,759.5547605833133,1.0,1329.8042409363366,10700.0,90001.0,10000.0,0.0,49.0,-56.628630325910166,1191.5413343472792,0.0,8.0,8.0,0.0,8.0,31.14174518391584,12.5,0.0,4.614159273848581,13.298042409363367,4.8609853007498875,-15.57087259195792,-37.5,0.0,-1.3842477821545742,-2.659608481872673,0.4860985300749886,759.5547605833133,791.3247205461228,1191.5413343472792,1420.9118683260954,1424.0974904922327,231.55380646885638,0.8367346938775511,0.0,0.16326530612244897,0.0,0.16326530612244897,0.8367346938775511,10.7,3.8317757009345796,3.8317757009345796,1329.8042409363366,27.138862059925234,124.28077018096604,0.49383078730904817,0.559142731857049,0.6097560975609756,1.0,15.0,0.0,25.0,0.9605336297943302,0.5,0.09367131710027574,0.044396486264544205,0.0029872371149192254,0.05465562290303922,0.07900431180119809,0.0,0.0,0.02571428573592561,0.0,0.13178438722325772,0.0,0.0,0.0,0.10652683365645041,0.0,0.0
PPO,normal,normal,True,normal_normal,1,90001,49.0,41.0,8.0,0.8367346938775511,759.5547605833133,1.0,1329.8042409363366,10700.0,90001.0,10000.0,0.0,49.0,-56.628630325910166,1191.5413343472792,0.0,8.0,8.0,0.0,8.0,31.14174518391584,12.5,0.0,4.614159273848581,13.298042409363367,4.8609853007498875,-15.57087259195792,-37.5,0.0,-1.3842477821545742,-2.659608481872673,0.4860985300749886,759.5547605833133,791.3247205461228,1191.5413343472792,1420.9118683260954,1424.0974904922327,231.55380646885638,0.8367346938775511,0.0,0.16326530612244897,0.0,0.16326530612244897,0.8367346938775511,10.7,3.8317757009345796,3.8317757009345796,1329.8042409363366,27.138862059925234,124.28077018096604,0.49383078730904817,0.559142731857049,0.6097560975609756,1.0,15.0,0.0,25.0,0.9605336297943302,0.5,0.09367131710027574,0.044396486264544205,0.0029872371149192254,0.05465562290303922,0.07900431180119809,0.0,0.0,0.02571428573592561,0.0,0.13178438722325772,0.0,0.0,0.0,0.10652683365645041,0.0,0.0
FIFO,normal,congested,True,normal_congested,0,90000,35.0,0.0,35.0,0.0,0.0,0.0,5611.079999999995,52440.0,90000.0,10000.0,0.0,35.0,-132.72943321464146,0.0,0.0,35.0,35.0,0.0,35.0,0.0,39.5,0.0,10.024244048804878,56.110799999999955,0.0,0.0,-118.5,0.0,-3.007273214641464,-11.222159999999992,0.0,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,52.44,0.0,0.0,5611.079999999995,160.3165714285713,106.99999999999991,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,normal,congested,True,normal_congested,0,90000,35.0,9.0,26.0,0.2571428571428571,947.057383780955,1.0,3087.4173450903963,28350.0,90000.0,10000.0,0.0,35.0,-110.17420044268331,1588.6584539684397,0.0,26.0,26.0,0.0,26.0,8.523516454028593,33.0,0.0,2.668116554494831,30.87417345090396,0.6282744086022269,-4.261758227014297,-99.0,0.0,-0.8004349663484492,-6.174834690180793,0.06282744086022268,947.057383780955,817.9374232393666,1588.6584539684397,1717.4644235624783,1749.665915960988,442.2789975298562,0.2571428571428571,0.0,0.7428571428571429,0.0,0.7428571428571429,0.2571428571428571,28.35,0.31746031746031744,0.31746031746031744,3087.4173450903963,88.2119241454399,108.90361005609863,0.6982758620689655,0.7275086505190309,0.4444444444444444,2.0,3.0,0.0,4.0,0.4606598984771573,0.0,0.027844613256618356,0.011240057862101131,7.049073107966631e-05,0.008395875837556575,0.04021890327977595,0.0,0.0,0.027948991416048796,0.0,0.03569047336461909,0.0,0.01237856363904053,0.0,0.025156922067737352,0.0,0.0
Random,normal,congested,True,normal_congested,0,90000,35.0,9.0,26.0,0.2571428571428571,896.0814787284008,1.0,4371.089368706564,40360.0,90000.0,10000.0,0.0,35.0,-111.40655622550992,1314.2407606670984,0.0,26.0,26.0,0.0,26.0,8.064733308555606,32.5,0.0,4.030352531505939,43.710893687065635,0.7709492563279139,-4.032366654277803,-97.5,0.0,-1.2091057594517816,-8.742178737413127,0.07709492563279137,896.0814787284008,842.1449723496462,1314.2407606670984,1340.5659609171137,1347.1472609796174,407.6014140530942,0.2571428571428571,0.0,0.7428571428571429,0.0,0.7428571428571429,0.2571428571428571,40.36,0.2229930624380575,0.2229930624380575,4371.089368706564,124.88826767733039,108.30251161314578,0.6532258064516129,0.9145569620253164,0.5555555555555556,1.0,2.0,1.0,5.0,0.45244821092278725,0.0,0.02877587670545169,0.010730709190601298,2.5163219173566994e-05,0.0050162953634696385,0.04173233080900413,0.0,0.0,0.0248185493230946,0.0,0.022116112508343576,0.0,0.02475712727808106,0.0,0.035204620202204565,0.0,0.0
Greedy,normal,congested,True,normal_congested,0,90000,35.0,12.0,23.0,0.34285714285714286,846.187751084775,1.0,1315.5167927121129,11610.0,90000.0,10000.0,0.0,35.0,-99.61892562038048,1402.8081034216964,0.0,23.0,23.0,0.0,23.0,10.1542530130173,30.5,0.0,1.78272973603008,13.155167927121127,1.240533923614525,-5.07712650650865,-91.5,0.0,-0.5348189208090242,-2.6310335854242264,0.12405339236145249,846.187751084775,765.1125080400177,1402.8081034216964,1415.6582422721667,1418.8707769847842,380.0550426585101,0.34285714285714286,0.0,0.6571428571428571,0.0,0.6571428571428571,0.34285714285714286,11.61,1.03359173126615,1.03359173126615,1315.5167927121129,37.58619407748894,113.30893994075046,0.4186046511627907,0.5707547169811321,0.75,2.0,1.0,0.0,9.0,0.6035885167464115,0.0,0.03979144025715901,0.015581121871880417,0.00038823439359366623,0.01970366447120094,0.04249682421973313,0.0,0.0,0.0319275514985772,0.0,0.030094083276205715,0.0,0.0,0.0,0.055509547873514975,0.0,0.0
ECT,normal,congested,True,normal_congested,0,90000,35.0,13.0,22.0,0.37142857142857144,931.1509810584282,1.0,1174.6169207469504,10230.0,90000.0,10000.0,0.0,35.0,-98.88093485914732,1508.154722972165,0.0,22.0,22.0,0.0,22.0,12.104962753759565,30.0,0.0,1.9716046743904174,11.746169207469503,1.1226176154350334,-6.052481376879783,-90.0,0.0,-0.5914814023171252,-2.349233841493901,0.11226176154350331,931.1509810584282,837.9374232393666,1508.154722972165,1701.3636773632231,1749.665915960988,454.1006218908372,0.37142857142857144,0.0,0.6285714285714286,0.0,0.6285714285714286,0.37142857142857144,10.23,1.270772238514174,1.270772238514174,1174.6169207469504,33.56048344991287,114.82081336724832,0.5487012987012987,0.7115384615384615,0.6153846153846154,2.0,3.0,0.0,8.0,0.6251084128360798,0.0,0.04191234074226287,0.017412884998907276,0.0004289957859232085,0.020712213448185794,0.04833126182623721,0.0,0.0,0.048335143211916946,0.0,0.032820349646869695,0.0,0.0,0.0,0.05281812410635076,0.0,0.0
PPO,normal,congested,True,normal_congested,0,90000,35.0,13.0,22.0,0.37142857142857144,931.1509810584282,1.0,1174.6169207469504,10230.0,90000.0,10000.0,0.0,35.0,-98.88093485914732,1508.154722972165,0.0,22.0,22.0,0.0,22.0,12.104962753759565,30.0,0.0,1.9716046743904174,11.746169207469503,1.1226176154350334,-6.052481376879783,-90.0,0.0,-0.5914814023171252,-2.349233841493901,0.11226176154350331,931.1509810584282,837.9374232393666,1508.154722972165,1701.3636773632231,1749.665915960988,454.1006218908372,0.37142857142857144,0.0,0.6285714285714286,0.0,0.6285714285714286,0.37142857142857144,10.23,1.270772238514174,1.270772238514174,1174.6169207469504,33.56048344991287,114.82081336724832,0.5487012987012987,0.7115384615384615,0.6153846153846154,2.0,3.0,0.0,8.0,0.6251084128360798,0.0,0.04191234074226287,0.017412884998907276,0.0004289957859232085,0.020712213448185794,0.04833126182623721,0.0,0.0,0.048335143211916946,0.0,0.032820349646869695,0.0,0.0,0.0,0.05281812410635076,0.0,0.0
FIFO,normal,congested,True,normal_congested,1,90001,49.0,1.0,48.0,0.02040816326530612,1168.7209833148581,1.0,8125.645111368102,75830.0,90001.0,10000.0,0.0,49.0,-163.049158548449,1168.7209833148581,0.0,48.0,48.0,0.0,48.0,1.1687209833148582,46.5,0.0,22.4761226143913,81.25645111368102,0.2932895026202159,-0.5843604916574291,-139.5,0.0,-6.74283678431739,-16.251290222736205,0.02932895026202159,1168.7209833148581,1168.7209833148581,1168.7209833148581,1168.7209833148581,1168.7209833148581,523.3063618472319,0.02040816326530612,0.0,0.9795918367346939,0.0,0.9795918367346939,0.02040816326530612,75.83,0.013187392852433075,0.013187392852433075,8125.645111368102,165.82949206873678,107.15607426306346,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.004692632041923454,0.002118009984426413,0.00017444598920014916,0.013207800316485298,0.013207800316485302,0.0,0.0,0.030502108272502448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,normal,congested,True,normal_congested,1,90001,49.0,12.0,37.0,0.24489795918367346,1033.7344453388794,1.0,4542.448962420697,41870.0,90001.0,10000.0,0.0,49.0,-129.30511069762386,1688.7417354642012,0.0,37.0,37.0,0.0,37.0,12.404813344066552,37.5,0.0,5.621750800171767,45.42448962420697,1.687191393023381,-6.202406672033276,-112.5,0.0,-1.6865252400515292,-9.084897924841394,0.16871913930233812,1033.7344453388794,1041.9032301367934,1688.7417354642012,1893.0263394866267,1944.0974904922327,435.8588012911618,0.24489795918367346,0.0,0.7551020408163265,0.0,0.7551020408163265,0.24489795918367346,41.87,0.28660138524002865,0.28660138524002865,4542.448962420697,92.70304004940198,108.48934708432523,0.5,0.4807692307692308,0.5,0.0,6.0,0.0,6.0,0.430962675372805,0.0,0.03238621444125858,0.015754923411452522,0.0006329378350214238,0.025158255802448307,0.03825978286161835,0.0,0.0,0.0,0.0,0.06082200320740537,0.0,0.0,0.0,0.02962212915112335,0.0,0.0
Random,normal,congested,True,normal_congested,1,90001,49.0,15.0,34.0,0.30612244897959184,1121.9396912168825,0.9333333333333333,3525.7907661851145,32180.0,90001.0,10000.0,0.0,49.0,-126.37989837109322,1611.528321203931,1.0,34.0,35.0,0.0,34.0,16.829095368253242,36.5,0.0,5.354547550813237,35.25790766185114,1.9259511064759034,-8.414547684126621,-109.5,0.0,-1.606364265243971,-7.05158153237023,0.19259511064759047,1121.9396912168825,1171.3474700909628,1611.528321203931,1702.8915590556337,1725.7323685185595,546.6595086737888,0.2857142857142857,0.02040816326530612,0.6938775510204082,0.0,0.7142857142857143,0.30612244897959184,32.18,0.4661280298321939,0.435052827843381,3525.7907661851145,71.95491359561458,109.56466022949392,0.6944444444444444,0.7272727272727273,0.4,3.0,6.0,0.0,6.0,0.542722553355124,0.0,0.03945263480200031,0.018695822599957213,0.0004754055358673804,0.02180379636364687,0.055680844310084285,0.0,0.0,0.05527561452527403,0.0,0.051167491316907766,0.0,0.0,0.0,0.03294384301797082,0.0,0.0
Greedy,normal,congested,True,normal_congested,1,90001,49.0,12.0,37.0,0.24489795918367346,1288.4828464136554,1.0,1799.7180262448735,16150.0,90001.0,10000.0,0.0,49.0,-125.7380973968177,1965.8624352533636,0.0,37.0,37.0,0.0,37.0,15.461794156963865,38.0,0.0,1.986129189484696,17.997180262448733,1.8807449099937779,-7.730897078481933,-114.0,0.0,-0.595838756845409,-3.5994360524897475,0.18807449099937787,1288.4828464136551,1252.2768627822938,1965.8624352533636,2218.212848289145,2281.3004515480898,656.310846232334,0.24489795918367346,0.0,0.7551020408163265,0.0,0.7551020408163265,0.24489795918367346,16.15,0.7430340557275542,0.7430340557275542,1799.7180262448735,36.728939311119866,111.4376486838931,0.5454545454545454,0.6808510638297872,0.5833333333333334,1.0,4.0,0.0,7.0,0.5054150921344813,0.0,0.03569180931607185,0.017402845381509758,0.0003898059270636604,0.0197435034141274,0.03849410719679786,0.0,0.0,0.010291681730758381,0.0,0.03943230482516796,0.0,0.0,0.0,0.047613489724457565,0.0,0.0
ECT,normal,congested,True,normal_congested,1,90001,49.0,14.0,35.0,0.2857142857142857,1211.9405429565845,1.0,1306.9870777789026,11400.0,90001.0,10000.0,0.0,49.0,-121.41405745627118,1864.9966741345916,0.0,35.0,35.0,0.0,35.0,16.967167601392184,36.5,0.0,3.3666778698323547,13.069870777789024,1.9350386093240954,-8.483583800696092,-109.5,0.0,-1.0100033609497063,-2.613974155557805,0.1935038609324096,1211.9405429565845,1215.1178878701517,1864.9966741345916,2241.8469201422686,2336.0594816441885,622.7057473321103,0.2857142857142857,0.0,0.7142857142857143,0.0,0.7142857142857143,0.2857142857142857,11.4,1.2280701754385965,1.2280701754385965,1306.9870777789026,26.673205668957195,114.6479892788511,0.6447368421052632,0.7205882352941176,0.42857142857142855,2.0,6.0,0.0,6.0,0.5872790345794736,0.0,0.04147109644096465,0.02044184604562356,0.0004816187702351595,0.021945814412665562,0.05200306491527501,0.0,0.0,0.05530525884035945,0.0,0.05203920223396215,0.0,0.0,0.0,0.036726154519328834,0.0,0.0
PPO,normal,congested,True,normal_congested,1,90001,49.0,14.0,35.0,0.2857142857142857,1221.2262572422987,1.0,1329.7707848612358,11590.0,90001.0,10000.0,0.0,49.0,-121.55595795549222,1877.9966741345916,0.0,35.0,35.0,0.0,35.0,17.097167601392183,36.5,0.0,3.5082392200896684,13.297707848612358,2.0463918095324227,-8.548583800696091,-109.5,0.0,-1.0524717660269003,-2.659541569722471,0.20463918095324232,1221.2262572422987,1215.1178878701517,1877.9966741345916,2244.4469201422685,2336.0594816441885,631.9914616178246,0.2857142857142857,0.0,0.7142857142857143,0.0,0.7142857142857143,0.2857142857142857,11.59,1.2079378774805867,1.2079378774805867,1329.7707848612358,27.138179282882362,114.73432138578394,0.5444444444444444,0.5617977528089888,0.5714285714285714,1.0,8.0,0.0,5.0,0.5872790345794736,0.0,0.043865190245443664,0.02172058082043395,0.0004885014156227743,0.022102068129991236,0.054249189806806944,0.0,0.0,0.05530525884035945,0.0,0.05203920223396215,0.0,0.0,0.0,0.0419133577623667,0.0,0.0
FIFO,normal,unseen,False,normal_unseen,0,90000,35.0,0.0,35.0,0.0,0.0,0.0,3617.4844795151585,33740.0,90000.0,10000.0,0.0,35.0,-128.33304517038363,0.0,0.0,35.0,35.0,0.0,35.0,0.0,39.5,0.0,8.660254037844384,36.174844795151586,0.0,0.0,-118.5,0.0,-2.598076211353316,-7.234968959030318,0.0,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,33.74,0.0,0.0,3617.4844795151585,103.35669941471882,107.21649316879544,,,,0.0,0.0,0.0,0.0,,0.0,0.0031105178935955775,0.0012172647754109395,7.664668803365284e-05,0.008754809423034452,0.008754809423034452,0.0,0.0,0.020218366308371254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,normal,unseen,False,normal_unseen,0,90000,35.0,15.0,20.0,0.42857142857142855,834.2290804303406,0.9333333333333333,2118.7508756933858,19010.0,90000.0,10000.0,0.0,35.0,-98.22388850129761,1169.9028574740282,1.0,20.0,21.0,0.0,20.0,12.513436206455108,29.0,0.0,2.85734748882969,21.18750875693386,1.2753559996563066,-6.256718103227554,-87.0,0.0,-0.857204246648907,-4.237501751386771,0.12753559996563066,834.2290804303407,798.8707769847842,1169.9028574740282,1305.713304263596,1339.665915960988,375.9327718097966,0.4,0.02857142857142857,0.5714285714285714,0.0,0.6,0.42857142857142855,19.01,0.7890583903208837,0.7364544976328248,2118.7508756933858,60.535739305525304,111.45454369770572,0.7922535211267606,0.7819148936170213,0.4,5.0,3.0,1.0,6.0,0.5688976377952757,0.0,0.04403902047647309,0.01811979474126446,0.0003920645777846195,0.019800620641399588,0.06482232778294011,0.0,0.0,0.07694473087346305,0.0,0.04813692212174452,0.0,0.02475712727808106,0.0,0.033552164780360806,0.0,0.0
Random,normal,unseen,False,normal_unseen,0,90000,35.0,12.0,23.0,0.34285714285714286,784.8371080012439,0.9166666666666666,3254.008541169249,29680.0,90000.0,10000.0,0.0,35.0,-103.85985822286777,1068.400823049904,1.0,23.0,24.0,0.0,23.0,9.418045296014924,30.5,0.0,4.284279128069007,32.540085411692495,1.4246524589888698,-4.709022648007462,-91.5,0.0,-1.2852837384207019,-6.508017082338499,0.14246524589888696,784.8371080012439,796.2014909854147,1068.400823049904,1091.3979733936746,1097.1472609796174,313.0042078851108,0.3142857142857143,0.02857142857142857,0.6571428571428571,0.0,0.6857142857142857,0.34285714285714286,29.68,0.40431266846361186,0.3706199460916442,3254.008541169249,92.97167260483569,109.63640637362698,0.6206896551724138,0.9307692307692308,0.5833333333333334,2.0,2.0,1.0,7.0,0.546969696969697,0.0,0.04104456089401593,0.015398102472104769,0.00021259899302187403,0.014580774774403246,0.058310305153207585,0.0,0.0,0.06365654401313842,0.0,0.03247265037521051,0.0,0.02475712727808106,0.0,0.0419364124695012,0.0,0.0
Greedy,normal,unseen,False,normal_unseen,0,90000,35.0,19.0,16.0,0.5428571428571428,849.576362827987,0.9473684210526315,1166.6803745521104,10000.0,90000.0,10000.0,0.0,35.0,-84.4587548796596,1351.5512193547565,1.0,16.0,17.0,0.0,16.0,16.141950893731753,24.5,0.0,2.1920242179659204,11.666803745521106,1.031885817003056,-8.070975446865877,-73.5,0.0,-0.6576072653897762,-2.333360749104221,0.1031885817003056,849.576362827987,794.9582702821453,1351.5512193547565,1437.1254037898916,1458.5189498986751,386.2882583310008,0.5142857142857142,0.02857142857142857,0.45714285714285713,0.0,0.4857142857142857,0.5428571428571428,10.0,1.9,1.8,1166.6803745521104,33.333724987203155,116.66803745521104,0.7584033613445378,0.9704968944099379,0.47368421052631576,3.0,5.0,2.0,9.0,0.677120067170445,0.0,0.048280521062710156,0.020603866396409418,0.0004092561402085771,0.02023008008408709,0.07619725727948169,0.0,0.0,0.04585364609064412,0.0,0.03907897919358965,0.0,0.09045123247943786,0.0,0.048195388730024546,0.0,0.0
ECT,normal,unseen,False,normal_unseen,0,90000,35.0,20.0,15.0,0.5714285714285714,762.8014263660248,1.0,1174.6576334424178,10000.0,90000.0,10000.0,0.0,35.0,-76.36514256957201,1318.273193728686,0.0,15.0,15.0,0.0,15.0,15.256028527320495,22.0,0.0,1.7461628590328655,11.746576334424182,1.3603581868295564,-7.628014263660248,-66.0,0.0,-0.5238488577098596,-2.349315266884836,0.13603581868295564,762.8014263660248,768.2281865690209,1318.273193728686,1335.3873715145276,1339.665915960988,299.02200669538786,0.5714285714285714,0.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,10.0,2.0,2.0,1174.6576334424178,33.561646669783364,117.46576334424178,0.37593984962406013,0.4840052585451358,0.8,1.0,3.0,0.0,16.0,0.7657154673283707,0.0,0.057417939059437664,0.02477731901274956,0.0009315351649203079,0.03052106100580889,0.058252020623343774,0.0,0.0,0.034197813849142104,0.0,0.04090455323908595,0.0,0.0,0.0,0.08573656118634361,0.0,0.0
PPO,normal,unseen,False,normal_unseen,0,90000,35.0,20.0,15.0,0.5714285714285714,762.8014263660248,1.0,1174.6576334424178,10000.0,90000.0,10000.0,0.0,35.0,-76.36514256957201,1318.273193728686,0.0,15.0,15.0,0.0,15.0,15.256028527320495,22.0,0.0,1.7461628590328655,11.746576334424182,1.3603581868295564,-7.628014263660248,-66.0,0.0,-0.5238488577098596,-2.349315266884836,0.13603581868295564,762.8014263660248,768.2281865690209,1318.273193728686,1335.3873715145276,1339.665915960988,299.02200669538786,0.5714285714285714,0.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,10.0,2.0,2.0,1174.6576334424178,33.561646669783364,117.46576334424178,0.37593984962406013,0.4840052585451358,0.8,1.0,3.0,0.0,16.0,0.7657154673283707,0.0,0.057417939059437664,0.02477731901274956,0.0009315351649203079,0.03052106100580889,0.058252020623343774,0.0,0.0,0.034197813849142104,0.0,0.04090455323908595,0.0,0.0,0.0,0.08573656118634361,0.0,0.0
FIFO,normal,unseen,False,normal_unseen,1,90001,49.0,1.0,48.0,0.02040816326530612,998.7209833148582,1.0,5263.395111368405,49080.0,90001.0,10000.0,0.0,49.0,-156.50308421655134,998.7209833148582,0.0,48.0,48.0,0.0,48.0,0.9987209833148583,46.5,0.0,19.99643404951207,52.633951113684056,0.21996712696516194,-0.49936049165742913,-139.5,0.0,-5.99893021485362,-10.526790222736814,0.021996712696516194,998.7209833148582,998.7209833148582,998.7209833148582,998.7209833148582,998.7209833148582,353.306361847232,0.02040816326530612,0.0,0.9795918367346939,0.0,0.9795918367346939,0.02040816326530612,49.08,0.020374898125509373,0.020374898125509373,5263.395111368405,107.41622676262051,107.24113918843531,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.004692632041923454,0.002118009984426413,0.00017444598920014916,0.013207800316485298,0.013207800316485298,0.0,0.0,0.030502108272502448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,normal,unseen,False,normal_unseen,1,90001,49.0,19.0,30.0,0.3877551020408163,897.5401761312638,0.9473684210526315,3186.882116153346,28800.0,90001.0,10000.0,0.0,49.0,-112.47156724343127,1532.2515541593214,1.0,30.0,31.0,0.0,30.0,17.053263346494013,32.0,0.0,5.974117949440989,31.86882116153346,2.2106404695471986,-8.526631673247007,-96.0,0.0,-1.7922353848322965,-6.373764232306692,0.22106404695471993,897.5401761312636,872.4589901826239,1532.2515541593214,1532.8015456010705,1532.939043461508,343.72717476285385,0.3673469387755102,0.02040816326530612,0.6122448979591837,0.0,0.6326530612244898,0.3877551020408163,28.8,0.6597222222222222,0.625,3186.882116153346,65.03841053374175,110.65562903310229,0.6057046979865772,0.6698405668733391,0.47368421052631576,2.0,9.0,0.0,8.0,0.6626412154265681,0.0,0.05183148462797286,0.025039897623082848,0.0004356624251001823,0.020872527999746038,0.071159815666696,0.0,0.0,0.0325949936300987,0.0,0.08457131865242765,0.0,0.05768600080859076,0.0,0.03544133958085806,0.0,0.0
Random,normal,unseen,False,normal_unseen,1,90001,49.0,19.0,30.0,0.3877551020408163,975.2922271222868,1.0,2625.275938290201,23630.0,90001.0,10000.0,0.0,49.0,-107.43369812384773,1452.9057256758094,0.0,30.0,30.0,0.0,30.0,18.53055231532345,30.5,0.0,5.530204156068847,26.252759382902006,2.411911572150388,-9.265276157661726,-91.5,0.0,-1.6590612468206543,-5.250551876580403,0.24119115721503884,975.2922271222866,950.9689156064078,1452.9057256758094,1792.5538972080171,1877.4659400910687,394.13591914140335,0.3877551020408163,0.0,0.6122448979591837,0.0,0.6122448979591837,0.3877551020408163,23.63,0.8040626322471435,0.8040626322471435,2625.275938290201,53.57705996510614,111.09927796403728,0.6996124031007752,0.7307541241162606,0.42105263157894735,4.0,7.0,0.0,8.0,0.6641101887415851,0.0,0.04733378183280409,0.022514850879260362,0.000516662874703049,0.022730219416077994,0.0644333674068185,0.0,0.0,0.06142401462073138,0.0,0.0674520394108332,0.0,0.01023956539939296,0.0,0.03540723525704409,0.0,0.0
Greedy,normal,unseen,False,normal_unseen,1,90001,49.0,20.0,29.0,0.40816326530612246,1115.5084521933163,1.0,1513.5106556347357,12940.0,90001.0,10000.0,0.0,49.0,-109.37849555708978,2043.8786612564043,0.0,29.0,29.0,0.0,29.0,22.31016904386633,31.5,0.0,3.3475868526774004,15.135106556347356,3.078863319160986,-11.155084521933166,-94.5,0.0,-1.0042760558032198,-3.027021311269472,0.30788633191609865,1115.5084521933163,977.5571049602931,2043.8786612564043,2136.6271718770213,2159.814299532176,508.9023735071145,0.40816326530612246,0.0,0.5918367346938775,0.0,0.5918367346938775,0.40816326530612246,12.94,1.545595054095827,1.545595054095827,1513.5106556347357,30.8879725639742,116.96372918351899,0.6024096385542169,0.8313148788927336,0.5,1.0,8.0,1.0,10.0,0.6927246592660582,0.0,0.061929658927310366,0.030163426152154837,0.0005296350676951432,0.023013801678452503,0.08272615335304215,0.0,0.0,0.029775241407954508,0.0,0.0926088644232307,0.0,0.06802979887071477,0.0,0.0511783044459147,0.0,0.0
ECT,normal,unseen,False,normal_unseen,1,90001,49.0,26.0,23.0,0.5306122448979592,1170.5032808549402,1.0,1313.8677772620586,10880.0,90001.0,10000.0,0.0,49.0,-104.26616530143838,1889.5879882802217,0.0,23.0,23.0,0.0,23.0,30.433085302228445,28.5,0.0,4.152829072686837,13.138677772620587,3.2396162600602616,-15.216542651114223,-85.5,0.0,-1.2458487218060508,-2.627735554524117,0.3239616260060262,1170.5032808549404,1037.1431848989018,1889.5879882802217,2425.624448930725,2596.1334350768893,555.0219267917506,0.5306122448979592,0.0,0.46938775510204084,0.0,0.46938775510204084,0.5306122448979592,10.88,2.389705882352941,2.389705882352941,1313.8677772620586,26.81362810738895,120.75990599835096,0.5633333333333334,0.6701312910284465,0.5384615384615384,2.0,10.0,0.0,14.0,0.8403479177648919,0.0,0.07448378302774167,0.034048689885125036,0.0014962226878697494,0.038681037833410696,0.0720325222393785,0.0,0.0,0.05143833242913396,0.0,0.10641705959702945,0.0,0.0,0.0,0.07329071268570934,0.0,0.0
PPO,normal,unseen,False,normal_unseen,1,90001,49.0,26.0,23.0,0.5306122448979592,1171.272511624171,1.0,1314.1024171913282,10880.0,90001.0,10000.0,0.0,49.0,-104.27082902661392,1889.5879882802217,0.0,23.0,23.0,0.0,23.0,30.453085302228445,28.5,0.0,4.133477223743541,13.141024171913283,3.2396162600602616,-15.226542651114222,-85.5,0.0,-1.2400431671230623,-2.6282048343826565,0.3239616260060262,1171.272511624171,1037.1431848989018,1889.5879882802217,2425.624448930725,2596.1334350768893,555.7911575609813,0.5306122448979592,0.0,0.46938775510204084,0.0,0.46938775510204084,0.5306122448979592,10.88,2.389705882352941,2.389705882352941,1314.1024171913282,26.818416677374046,120.78147216832059,0.6079136690647482,0.7205263157894737,0.5,3.0,10.0,0.0,13.0,0.8403479177648919,0.0,0.07448378302774157,0.03404868988512508,0.0014938434310272806,0.03865027077560105,0.07346452709976116,0.0,0.0,0.07404995328041454,0.0,0.10641705959702945,0.0,0.0,0.0,0.06575350573528226,0.0,0.0
