agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,m_latency_mean_ms,m_latency_p50_ms,m_latency_p95_ms,m_latency_p99_ms,m_latency_max_ms,m_excess_latency_mean_ms,m_on_time_rate,m_late_rate,m_deadline_failure_rate,m_rejection_rate,m_sla_violation_rate,m_completion_rate,m_makespan_s,m_throughput_tps,m_goodput_tps,m_energy_j,m_energy_per_task_j,m_mean_power_w,m_jain_server_tasks,m_jain_server_tasks_per_core,m_max_server_task_share,m_tasks_server1,m_tasks_server2,m_tasks_server3,m_tasks_server4,m_jain_user_completion,m_min_user_completion_rate,m_util_cpu_fleet,m_util_ram_fleet,m_util_variance_servers,m_util_std_servers,m_util_std_instant_mean,m_queue_mean_fill,m_queue_max_seen,m_util_server1,m_queue_server1,m_util_server2,m_queue_server2,m_util_server3,m_queue_server3,m_util_server4,m_queue_server4,fail_server_full_or_incompatible
Greedy,heavy,unseen,False,heavy_unseen,0,90000,163.0,11.0,152.0,0.06748466257668712,1254.0584331232178,0.9090909090909091,4809.227006513356,44080.0,90000.0,10000.0,0.0,163.0,-566.6415739805337,1705.6407845911576,1.0,152.0,153.0,0.0,152.0,13.794642764355396,183.0,0.0,5.973375351673581,48.09227006513356,6.662140201727929,-6.897321382177698,-549.0,0.0,-1.7920126055020729,-9.618454013026714,0.6662140201727932,1254.058433123218,1335.8193046664792,1705.6407845911576,1714.2232979128173,1716.3689262432322,638.3534391784907,0.06134969325153374,0.006134969325153374,0.9325153374233128,0.0,0.9386503067484663,0.06748466257668712,44.08,0.24954627949183303,0.2268602540834846,4809.227006513356,29.504460162658628,109.1022460642776,0.5127118644067796,0.6717252396166135,0.6363636363636364,1.0,3.0,0.0,7.0,0.24591230947205173,0.0,0.0488737861166393,0.02511902747220638,0.0007396952649718152,0.027197339299494264,0.04898313059962722,0.0,0.0,0.02739244717896539,0.0,0.031347931612480465,0.0,0.0,0.0,0.07586376645140973,0.0,0.0
ECT,heavy,unseen,False,heavy_unseen,0,90000,163.0,11.0,152.0,0.06748466257668712,1393.1767244247276,0.9090909090909091,3215.6812780887294,29240.0,90000.0,10000.0,0.0,163.0,-575.636618461381,2363.711383643157,1.0,152.0,153.0,0.0,152.0,15.324943968672002,185.0,0.0,23.614538057190696,32.15681278088729,5.41577496289829,-7.662471984336001,-555.0,0.0,-7.0843614171572025,-6.431362556177458,0.5415774962898292,1393.1767244247276,1264.912642939083,2363.711383643157,2813.455194660208,2925.8911474144697,755.4706155916326,0.06134969325153374,0.006134969325153374,0.9325153374233128,0.0,0.9386503067484663,0.06748466257668712,29.24,0.3761969904240766,0.34199726402188785,3215.6812780887294,19.72810600054435,109.9754199072753,0.55,0.8524340770791075,0.6363636363636364,2.0,1.0,1.0,7.0,0.3409345258022861,0.0,0.04213997701398226,0.024980459364153607,0.0005231091929145205,0.0228715804638534,0.07087510079483741,0.0,0.0,0.08397521367500559,0.0,0.02485336859026456,0.0,0.061609149944173484,0.0,0.03647444158775441,0.0,0.0
PPO,heavy,unseen,False,heavy_unseen,0,90000,163.0,10.0,153.0,0.06134969325153374,1226.9052821257533,0.9,3194.2450379991333,29080.0,90000.0,10000.0,0.0,163.0,-575.1507127541724,1709.0556492021844,1.0,153.0,154.0,0.0,153.0,12.269052821257532,185.5,0.0,22.286224575522468,31.942450379991335,5.581711051112703,-6.134526410628766,-556.5,0.0,-6.685867372656741,-6.388490075998266,0.5581711051112709,1226.9052821257533,1255.3783954034072,1709.0556492021844,1783.0364257379126,1801.5316198718447,614.1990208540003,0.05521472392638037,0.006134969325153374,0.9386503067484663,0.0,0.9447852760736196,0.06134969325153374,29.08,0.343878954607978,0.3094910591471802,3194.2450379991333,19.59659532514806,109.8433644428863,0.5952380952380952,0.6617647058823529,0.6,1.0,1.0,2.0,6.0,0.3316726396803948,0.0,0.04119466500366982,0.02447565717795504,0.00076700330849526,0.02769482457960801,0.07101825825669053,0.0,0.0,0.024438555937567726,0.0,0.047249491479488516,0.0,0.09623500887943012,0.0,0.033570093062531337,0.0,0.0
FIFO,heavy,unseen,False,heavy_unseen,1,90001,185.0,1.0,184.0,0.005405405405405406,431.2128160072373,1.0,25625.616674484623,239450.0,90001.0,10000.0,0.0,185.0,-743.648891477632,431.2128160072373,0.0,184.0,184.0,0.0,184.0,0.43121281600723727,214.5,0.0,162.3791833426465,256.2561667448462,0.31703282134759375,-0.21560640800361863,-643.5,0.0,-48.71375500279386,-51.25123334896925,0.03170328213475938,431.2128160072373,431.2128160072373,431.2128160072373,431.2128160072373,431.2128160072373,205.89074924978112,0.005405405405405406,0.0,0.9945945945945946,0.0,0.9945945945945946,0.005405405405405406,239.45,0.0041762372102735435,0.0041762372102735435,25625.616674484623,138.51684688910606,107.01865389218887,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0017436805174117658,0.0005381310332827373,2.4085841025442045e-05,0.004907732778528395,0.004907732778528395,0.0,0.0,0.011333923363176478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,heavy,unseen,False,heavy_unseen,1,90001,185.0,7.0,178.0,0.03783783783783784,1135.9315667659362,1.0,8994.295522565357,83290.0,90001.0,10000.0,0.0,185.0,-677.9865407889565,1778.4835972330982,0.0,170.0,170.0,8.0,170.0,7.951520967361555,199.5,10.0,61.27038351166326,89.94295522565356,8.589257933541527,-3.9757604836807774,-598.5,-40.0,-18.38111505349898,-17.988591045130715,0.8589257933541534,1135.9315667659362,1114.872904214972,1778.4835972330982,1829.0734524662594,1841.7209162745498,627.8946271515646,0.03783783783783784,0.0,0.918918918918919,0.043243243243243246,0.918918918918919,0.03783783783783784,83.29,0.08404370272541721,0.08404370272541721,8994.295522565357,48.61781363548842,107.98769987471913,0.4537037037037037,0.6224137931034484,0.7142857142857143,1.0,1.0,0.0,5.0,0.18188522164703375,0.0,0.043122261854508695,0.020080255107500982,0.0005598128385219821,0.02366036429394066,0.04503694269699531,0.0,0.0,0.0156390972254239,0.0,0.03835115695191397,0.0,0.0,0.0,0.06265109697501824,0.0,8.0
Random,heavy,unseen,False,heavy_unseen,1,90001,185.0,9.0,176.0,0.04864864864864865,1172.1981807872112,1.0,6664.460120499529,61200.0,90001.0,10000.0,0.0,185.0,-670.8251035166504,1606.9825496995657,0.0,161.0,161.0,15.0,161.0,10.5497836270849,189.0,17.0,61.549888562199214,66.6446012049953,12.436751065508956,-5.27489181354245,-567.0,-68.0,-18.464966568659747,-13.328920240999057,1.2436751065508944,1172.198180787211,1176.8732911807,1606.9825496995657,1614.4940432081,1616.3719165852337,554.1515927483877,0.04864864864864865,0.0,0.8702702702702703,0.08108108108108109,0.8702702702702703,0.04864864864864865,61.2,0.14705882352941177,0.14705882352941177,6664.460120499529,36.024108759456915,108.89640719770472,0.45,0.49,0.6666666666666666,0.0,3.0,0.0,6.0,0.375595250882998,0.0,0.05860425682481654,0.024542500825375027,0.001756824398016051,0.041914489117917814,0.05540122864168508,0.0,0.0,0.0,0.0,0.0365032633372399,0.0,0.0,0.0,0.10264038089560923,0.0,15.0
Greedy,heavy,unseen,False,heavy_unseen,1,90001,185.0,5.0,180.0,0.02702702702702703,1423.1549035879696,1.0,5120.010280083959,47220.0,90001.0,10000.0,0.0,185.0,-651.8452836943,2225.422690157786,0.0,180.0,180.0,0.0,180.0,7.115774517939848,212.0,0.0,8.77363915256162,51.20010280083959,5.847158706063554,-3.557887258969924,-636.0,0.0,-2.6320917457684816,-10.240020560167919,0.5847158706063563,1423.1549035879696,1695.0486573497433,2225.422690157786,2318.461271051197,2341.72091627455,899.0596122918129,0.02702702702702703,0.0,0.972972972972973,0.0,0.972972972972973,0.02702702702702703,47.22,0.1058873358746294,0.1058873358746294,5120.010280083959,27.675731243697072,108.42884964176109,0.6944444444444444,0.7272727272727272,0.4,1.0,2.0,0.0,2.0,0.19292742257560902,0.0,0.03268769466751486,0.015043074705513283,0.00048447860231020246,0.02201087463755592,0.045880102583804726,0.0,0.0,0.044940425428678495,0.0,0.05609992694908817,0.0,0.0,0.0,0.018443245337330588,0.0,0.0
ECT,heavy,unseen,False,heavy_unseen,1,90001,185.0,4.0,181.0,0.021621621621621623,1277.8410408156706,1.0,5235.614423917809,48420.0,90001.0,10000.0,0.0,185.0,-662.3244292695647,1722.825826600891,0.0,179.0,179.0,2.0,179.0,5.111364163262682,210.5,2.5,27.21683913237895,52.35614423917811,3.675333996158086,-2.555682081631341,-631.5,-10.0,-8.165051739713682,-10.471228847835619,0.3675333996158088,1277.8410408156706,1527.5513449528507,1722.825826600891,1724.6040911999728,1725.0486573497433,779.9378775380875,0.021621621621621623,0.0,0.9675675675675676,0.010810810810810811,0.9675675675675676,0.021621621621621623,48.42,0.08261049153242461,0.08261049153242461,5235.614423917809,28.300618507663835,108.12917025852559,0.6666666666666666,0.5340236686390532,0.5,0.0,1.0,1.0,2.0,0.15380625476735316,0.0,0.02506988210153519,0.012131891637405736,0.0011868232518186762,0.034450301186182336,0.057171513327971914,0.0,0.0,0.02404975976251813,0.0,0.014854687713303963,0.0,0.0988144977701574,0.0,0.019929283195257993,0.0,2.0
PPO,heavy,unseen,False,heavy_unseen,1,90001,185.0,4.0,181.0,0.021621621621621623,1250.3410408156706,1.0,5168.081973256373,47760.0,90001.0,10000.0,0.0,185.0,-658.9517747488055,1722.825826600891,0.0,181.0,181.0,0.0,181.0,5.001364163262682,213.0,0.0,25.283343344283278,51.68081973256374,4.700742826234989,-2.500682081631341,-639.0,0.0,-7.585003003284978,-10.336163946512746,0.47007428262349876,1250.3410408156706,1472.5513449528507,1722.825826600891,1724.6040911999728,1725.0486573497433,752.4378775380875,0.021621621621621623,0.0,0.9783783783783784,0.0,0.9783783783783784,0.021621621621621623,47.76,0.08375209380234507,0.08375209380234507,5168.081973256373,27.935578233818234,108.20942155059409,0.6666666666666666,0.6173469387755101,0.5,1.0,0.0,1.0,2.0,0.15380625476735316,0.0,0.02762204879791408,0.013382559489553088,0.0012729081868539105,0.0356778388758892,0.050940614528404225,0.0,0.0,0.020606547147289957,0.0,0.0052282474278592915,0.0,0.0988144977701574,0.0,0.03302434209945142,0.0,0.0
FIFO,burst,normal,True,burst_normal,0,90000,172.0,3.0,169.0,0.01744186046511628,1055.4779985779744,1.0,12180.71721340491,113650.0,90000.0,10000.0,0.0,172.0,-603.3840846029339,1956.1100908773883,0.0,169.0,169.0,0.0,169.0,3.1664339957339234,177.5,0.0,150.26986808697902,121.80717213404911,1.4152724783660926,-1.5832169978669617,-532.5,0.0,-45.08096042609363,-24.361434426809822,0.1415272478366094,1055.4779985779744,807.7754341158109,1956.1100908773883,2058.1842825895287,2083.7028305175636,586.3554648164823,0.01744186046511628,0.0,0.9825581395348837,0.0,0.9825581395348837,0.01744186046511628,113.65,0.026396832380114386,0.026396832380114386,12180.71721340491,70.81812333374948,107.17745018394113,0.25,0.25,1.0,3.0,0.0,0.0,0.0,0.11451275616896696,0.0,0.008642595546709559,0.005863133612238737,0.000591720157757656,0.0243252987187754,0.024325298718775416,0.0,0.0,0.05617687105361214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,burst,normal,True,burst_normal,0,90000,172.0,37.0,135.0,0.21511627906976744,970.1709807866889,1.0,5959.961307626907,53740.0,90000.0,10000.0,0.0,172.0,-504.18256280084296,1782.3020189109309,0.0,135.0,135.0,0.0,135.0,35.89632628910749,153.0,0.0,57.493610335038824,59.599613076269065,19.336060594760742,-17.948163144553746,-459.0,0.0,-17.248083100511657,-11.919922615253814,1.9336060594760731,970.1709807866889,876.4858920767183,1782.3020189109309,1996.2417059319625,2032.4018024683326,435.03140766748703,0.21511627906976744,0.0,0.7848837209302325,0.0,0.7848837209302325,0.21511627906976744,53.74,0.6885001860811314,0.6885001860811314,5959.961307626907,34.65093783504016,110.90363430641807,0.5791032148900169,0.8606767322728498,0.5945945945945946,5.0,9.0,1.0,22.0,0.7424139895957067,0.0,0.10256171882777448,0.047589441424105594,0.0008253751049748178,0.028729342230110626,0.09625023690202633,0.0015333333333333334,2.0,0.055763215207948955,0.0,0.10857305397870036,0.0,0.0606270152765822,0.092,0.12114278052563111,0.0,0.0
Random,burst,normal,True,burst_normal,0,90000,172.0,41.0,131.0,0.23837209302325582,891.5902675960679,1.0,5200.608452778253,46450.0,90000.0,10000.0,0.0,172.0,-466.0921140275923,1635.3253723974285,0.0,131.0,131.0,0.0,131.0,36.555200971438786,140.5,0.0,60.542372538024686,52.00608452778253,22.494151250909045,-18.277600485719393,-421.5,0.0,-18.1627117614074,-10.401216905556506,2.249415125090906,891.5902675960679,852.1472494435857,1635.3253723974285,1778.6659477292324,1790.0656434485463,361.96421781075037,0.23837209302325582,0.0,0.7616279069767442,0.0,0.7616279069767442,0.23837209302325582,46.45,0.882669537136706,0.882669537136706,5200.608452778253,30.236095655687517,111.96143063031761,0.5408622908622909,0.7458677685950413,0.5853658536585366,2.0,14.0,1.0,24.0,0.815994291699215,0.0,0.10871546120682847,0.05124203013473558,0.00280346124513039,0.052947721812466965,0.0961291148182198,0.0,0.0,0.026684301720506943,0.0,0.14529112864154634,0.0,0.03336667032856518,0.0,0.12423353455883428,0.0,0.0
Greedy,burst,normal,True,burst_normal,0,90000,172.0,44.0,128.0,0.2558139534883721,966.5789446016047,0.9772727272727273,2795.7358298569375,23720.0,90000.0,10000.0,0.0,172.0,-466.79416789575384,2062.363274329407,1.0,128.0,129.0,0.0,128.0,42.5294735624706,146.0,0.0,15.05620841222044,27.957358298569385,25.789030688613735,-21.2647367812353,-438.0,0.0,-4.516862523666129,-5.591471659713873,2.578903068861377,966.5789446016049,911.1028159012521,2062.363274329407,2143.105327033241,2150.2143880878302,436.22115098317704,0.25,0.005813953488372093,0.7441860465116279,0.0,0.75,0.2558139534883721,23.72,1.854974704890388,1.812816188870152,2795.7358298569375,16.25427808056359,117.86407377137174,0.663013698630137,0.7477843426883308,0.4772727272727273,8.0,15.0,0.0,21.0,0.7860410775662968,0.0,0.12336417921941487,0.05434172013228251,0.003488856770187806,0.05906654527046428,0.10583251504306307,0.0,0.0,0.1656101270995096,0.0,0.13261805982256625,0.0,0.008850091506566418,0.0,0.12219862414275708,0.0,0.0
ECT,burst,normal,True,burst_normal,0,90000,172.0,46.0,126.0,0.26744186046511625,971.1302168807767,0.9565217391304348,1872.158448596087,14960.0,90000.0,10000.0,0.0,172.0,-467.465323737645,1656.0617051702354,2.0,126.0,128.0,0.0,126.0,44.67198997651573,145.0,0.0,29.436857308667356,18.721584485960875,24.46045340405424,-22.335994988257866,-435.0,0.0,-8.831057192600205,-3.744316897192177,2.44604534040543,971.1302168807767,871.6298261586189,1656.0617051702354,2322.1987245590562,2330.2143880878302,452.5458851582548,0.2558139534883721,0.011627906976744186,0.7325581395348837,0.0,0.7441860465116279,0.26744186046511625,14.96,3.0748663101604277,2.941176470588235,1872.158448596087,10.884642143000507,125.14428132326785,0.6435523114355232,0.8602389078498295,0.5,6.0,16.0,1.0,23.0,0.7411934925574142,0.0,0.13049896074197279,0.05802770377281694,0.0005866026350079197,0.02421988098665887,0.13735671291527796,0.0,0.0,0.11008789669881232,0.0,0.165438247704835,0.0,0.10385612967450163,0.0,0.11845026262569666,0.0,0.0
PPO,burst,normal,True,burst_normal,0,90000,172.0,46.0,126.0,0.26744186046511625,968.304129924255,0.9565217391304348,1897.6416395916997,15260.0,90000.0,10000.0,0.0,172.0,-467.13303621423006,1656.0617051702354,2.0,126.0,128.0,0.0,126.0,44.54198997651574,145.0,0.0,28.224446217571757,18.976416395916996,24.00575918482769,-22.27099498825787,-435.0,0.0,-8.467333865271524,-3.7952832791833986,2.4005759184827764,968.304129924255,871.6298261586189,1656.0617051702354,2355.1987245590562,2390.2143880878302,449.7197982017331,0.2558139534883721,0.011627906976744186,0.7325581395348837,0.0,0.7441860465116279,0.26744186046511625,15.26,3.014416775884666,2.8833551769331587,1897.6416395916997,11.0328002301843,124.35397376092396,0.6942257217847769,0.9532217108395493,0.4782608695652174,7.0,15.0,2.0,22.0,0.7411934925574142,0.0,0.12781293060023236,0.05720127457708712,0.0003468700060598181,0.01862444646317893,0.12436700642761118,0.0007333333333333333,2.0,0.11580436062403457,0.0,0.15042377174152824,0.0,0.0987289264593625,0.044,0.12158922718824601,0.0,0.0
FIFO,burst,normal,True,burst_normal,1,90001,181.0,3.0,178.0,0.016574585635359115,1099.5008758043177,1.0,13279.186887475515,123870.0,90001.0,10000.0,0.0,181.0,-638.5477627667537,1564.088449656916,0.0,178.0,178.0,0.0,178.0,3.2985026274129536,188.0,0.0,154.7784243214565,132.79186887475512,0.9338961834066534,-1.6492513137064768,-564.0,0.0,-46.433527296436864,-26.558373774951026,0.09338961834066536,1099.5008758043177,864.5803622935241,1564.088449656916,1626.2669463114398,1641.8115704750708,570.0983240303847,0.016574585635359115,0.0,0.9834254143646409,0.0,0.9834254143646409,0.016574585635359115,123.87,0.02421893921046258,0.02421893921046258,13279.186887475515,73.36567341146693,107.2026066640471,0.25,0.25,1.0,3.0,0.0,0.0,0.0,0.19870235198702352,0.0,0.0098780116915991,0.003877376056995514,0.0007729778639771848,0.027802479457364675,0.027802479457364603,0.0,0.0,0.06420707599539414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,burst,normal,True,burst_normal,1,90001,181.0,29.0,152.0,0.16022099447513813,1017.0622525121155,1.0,6117.83920615929,55510.0,90001.0,10000.0,0.0,181.0,-546.3370062217109,1718.0450436496958,0.0,152.0,152.0,0.0,152.0,29.49480532285134,167.0,0.0,67.28284318497144,61.1783920615929,18.30927807524632,-14.74740266142567,-501.0,0.0,-20.184852955491422,-12.235678412318583,1.830927807524634,1017.0622525121156,891.8115704750708,1718.0450436496958,2044.3301582043505,2163.739417680931,477.05866660916115,0.16022099447513813,0.0,0.8397790055248618,0.0,0.8397790055248618,0.16022099447513813,55.51,0.5224283912808503,0.5224283912808503,6117.83920615929,33.80021660861486,110.2114791237487,0.4130648330058939,0.569467554076539,0.7586206896551724,3.0,4.0,0.0,22.0,0.7642399819713735,0.0,0.09060185792222718,0.035987628508612014,0.002366066296736394,0.04864222750590678,0.08236299664102618,0.0,0.0,0.06020353912281986,0.0,0.05886937506811346,0.0,0.0,0.0,0.13698992907847662,0.0,0.0
Random,burst,normal,True,burst_normal,1,90001,181.0,35.0,146.0,0.19337016574585636,1037.5397901202339,1.0,5690.541175200591,51400.0,90001.0,10000.0,0.0,181.0,-530.6673209576921,1933.244819706034,0.0,146.0,146.0,0.0,146.0,36.31389265420818,161.0,0.0,67.43952373660925,56.905411752005904,21.02564840796067,-18.15694632710409,-483.0,0.0,-20.231857120982774,-11.381082350401186,2.1025648407960675,1037.5397901202339,989.3051927751076,1933.244819706034,2055.3186793105933,2077.277776693145,495.04486309125787,0.19337016574585636,0.0,0.8066298342541437,0.0,0.8066298342541437,0.19337016574585636,51.4,0.6809338521400778,0.6809338521400778,5690.541175200591,31.4394540066331,110.71091780545898,0.47043010752688175,0.6181696028665273,0.6571428571428571,0.0,11.0,1.0,23.0,0.7519011469504361,0.0,0.0973938526224105,0.04799901091178035,0.0017675930931525684,0.042042753158571436,0.08719401027968977,0.0,0.0,0.041866891805899566,0.0,0.08755555380577429,0.0,0.026741089998192497,0.0,0.13423716587637463,0.0,0.0
Greedy,burst,normal,True,burst_normal,1,90001,181.0,27.0,154.0,0.14917127071823205,1153.2159306344984,1.0,2985.8542966503346,26320.0,90001.0,10000.0,0.0,181.0,-527.0025817397553,2315.349893581344,0.0,154.0,154.0,0.0,154.0,31.136830127131454,168.0,0.0,11.268172579878174,29.85854296650335,19.179936910744953,-15.568415063565727,-504.0,0.0,-3.3804517739634483,-5.9717085933006695,1.9179936910744997,1153.2159306344984,999.9871599533853,2315.349893581344,2521.9587903607903,2585.151380792642,592.2147363647026,0.14917127071823205,0.0,0.850828729281768,0.0,0.850828729281768,0.14917127071823205,26.32,1.0258358662613982,1.0258358662613982,2985.8542966503346,16.496432578178645,113.44431218276347,0.5749211356466877,0.6275100401606426,0.48148148148148145,2.0,13.0,0.0,12.0,0.6608205858895415,0.0,0.0847156427687438,0.04067180955142654,0.0024821775584316025,0.0498214568076005,0.08314662026560674,0.0,0.0,0.03875446918427508,0.0,0.1475714583252167,0.0,0.015663264502575575,0.0,0.06964088663694613,0.0,0.0
ECT,burst,normal,True,burst_normal,1,90001,181.0,30.0,151.0,0.16574585635359115,1051.7577927005566,1.0,2098.1428451558654,18040.0,90001.0,10000.0,0.0,181.0,-522.3148042217572,2104.691157371828,0.0,151.0,151.0,0.0,151.0,31.5527337810167,165.0,0.0,30.70488125237206,20.981428451558656,18.693127347744024,-15.77636689050835,-495.0,0.0,-9.211464375711623,-4.196285690311731,1.869312734774402,1051.7577927005566,860.613539594669,2104.691157371828,2592.1060438943605,2755.151380792642,512.4725136042263,0.16574585635359115,0.0,0.8342541436464088,0.0,0.8342541436464088,0.16574585635359115,18.04,1.6629711751662972,1.6629711751662972,2098.1428451558654,11.591949420750638,116.30503576252026,0.5357142857142857,0.8415852103697405,0.6333333333333333,3.0,7.0,1.0,19.0,0.6900248119268401,0.0,0.08387057201400282,0.03934403223866824,0.0006968049428231014,0.02639706314768939,0.0816741575837238,0.0,0.0,0.05742637464612298,0.0,0.05941388078357484,0.0,0.04781498320796774,0.0,0.11499903009125394,0.0,0.0
PPO,burst,normal,True,burst_normal,1,90001,181.0,31.0,150.0,0.1712707182320442,1064.4385268365813,0.967741935483871,2203.6819001700183,18880.0,90001.0,10000.0,0.0,181.0,-523.4542679469472,2051.579779117743,1.0,150.0,151.0,0.0,150.0,32.99759433193402,165.0,0.0,31.74197427079998,22.03681900170018,19.744853005998316,-16.49879716596701,-495.0,0.0,-9.522592281239987,-4.407363800340034,1.9744853005998284,1064.438526836581,909.4155087142672,2051.579779117743,2544.483790897867,2695.151380792642,523.2769436469009,0.16574585635359115,0.0055248618784530384,0.8287292817679558,0.0,0.8342541436464088,0.1712707182320442,18.88,1.641949152542373,1.5889830508474576,2203.6819001700183,12.175038122486288,116.72043962764928,0.567966903073286,0.8608270676691727,0.6129032258064516,2.0,7.0,3.0,19.0,0.6667084423848163,0.0,0.08678531053888995,0.039824879508800204,0.0006791353051994002,0.026060224580755253,0.0990976126092678,0.0009166666666666666,2.0,0.04284651271278277,0.0,0.06876866552350822,0.0,0.09256603496290469,0.055,0.11247921908717767,0.0,0.0
FIFO,burst,congested,True,burst_congested,0,90000,172.0,1.0,171.0,0.005813953488372093,1087.7754341158109,1.0,31669.0287675996,295910.0,90000.0,10000.0,0.0,172.0,-645.827779190706,1087.7754341158109,0.0,171.0,171.0,0.0,171.0,1.0877754341158108,179.0,0.0,150.10026608162954,316.69028767599605,0.8424588603998033,-0.5438877170579054,-537.0,0.0,-45.0300798244888,-63.338057535199205,0.08424588603998037,1087.7754341158109,1087.7754341158109,1087.7754341158109,1087.7754341158109,1087.7754341158109,477.44830959549506,0.005813953488372093,0.0,0.9941860465116279,0.0,0.9941860465116279,0.005813953488372093,295.91,0.003379405900442702,0.003379405900442702,31669.0287675996,184.12226027674186,107.02250267851576,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.002949534724798737,0.0018896274627549067,6.891837237572399e-05,0.00830170900331516,0.008301709003315151,0.0,0.0,0.01917197571119179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoundRobin,burst,congested,True,burst_congested,0,90000,172.0,4.0,168.0,0.023255813953488372,1133.020171959252,1.0,15582.231466544737,145270.0,90000.0,10000.0,0.0,172.0,-583.5498700031569,1868.8547271040086,0.0,168.0,168.0,0.0,168.0,4.5320806878370075,177.0,0.0,65.08680652174773,155.82231466544738,4.066752303754351,-2.2660403439185037,-531.0,0.0,-19.526041956524313,-31.164462933089474,0.40667523037543507,1133.020171959252,942.3423318740365,1868.8547271040086,1991.9529149823732,2022.7274619519644,644.8677872898106,0.023255813953488372,0.0,0.9767441860465116,0.0,0.9767441860465116,0.023255813953488372,145.27,0.027534934948716182,0.027534934948716182,15582.231466544737,90.59436899153917,107.26393244678692,0.6666666666666666,0.6926229508196721,0.5,1.0,1.0,0.0,2.0,0.26539278131634825,0.0,0.022282444705819082,0.010584661148125389,4.7212313782389945e-05,0.006871121726646235,0.029007905852663145,0.0,0.0,0.013902508682588908,0.0,0.014794526372583754,0.0,0.017182121140717637,0.0,0.0309177561965696,0.0,0.0
Random,burst,congested,True,burst_congested,0,90000,172.0,10.0,162.0,0.05813953488372093,1366.0262035265364,1.0,13892.886930466157,129370.0,90000.0,10000.0,0.0,172.0,-572.0447971056806,2381.0068901884783,0.0,162.0,162.0,0.0,162.0,13.660262035265362,171.0,0.0,83.90933145964287,138.92886930466156,7.439072107772304,-6.830131017632681,-513.0,0.0,-25.172799437892834,-27.785773860932313,0.7439072107772291,1366.0262035265362,1310.7569558334894,2381.0068901884783,2472.119314531533,2494.897420617296,771.5604609998434,0.05813953488372093,0.0,0.9418604651162791,0.0,0.9418604651162791,0.05813953488372093,129.37,0.07729767334003246,0.07729767334003246,13892.886930466157,80.77259843294277,107.38878357011792,0.46296296296296297,0.6808510638297872,0.7,0.0,2.0,1.0,7.0,0.3099587058830368,0.0,0.029684876666168123,0.017554569855160677,0.00020379647906786736,0.01427573042151845,0.03090419844993097,0.0,0.0,0.003957084601344722,0.0,0.022734819631003354,0.0,0.03336667032856518,0.0,0.04228054643415292,0.0,0.0
Greedy,burst,congested,True,burst_congested,0,90000,172.0,5.0,167.0,0.029069767441860465,1884.1821000400673,1.0,5129.7563850998695,47590.0,90000.0,10000.0,0.0,172.0,-545.7314586206371,2686.6585025973495,0.0,167.0,167.0,0.0,167.0,9.420910500200337,176.5,0.0,5.7334027322251035,51.29756385099869,4.585302193304055,-4.710455250100169,-529.5,0.0,-1.7200208196675297,-10.259512770199738,0.4585302193304061,1884.1821000400676,2241.807352997702,2686.6585025973495,2765.2496370133067,2784.897420617296,1188.0779989088237,0.029069767441860465,0.0,0.9709302325581395,0.0,0.9709302325581395,0.029069767441860465,47.59,0.10506408909434754,0.10506408909434754,5129.7563850998695,29.824165029650406,107.79063637528617,0.6944444444444444,0.6173469387755101,0.4,0.0,2.0,1.0,2.0,0.2169844747845288,0.0,0.0207736186518919,0.009967358701034138,0.0002417164183882335,0.015547231856129036,0.03687367545539597,0.0006166666666666666,1.0,0.0024886405469091884,0.0,0.028479649286095223,0.0,0.045103067994383725,0.037,0.01767634937366861,0.0,0.0
