scheduler,workload,network,task_seed,num_tasks,episode_return,return_per_task,on_time_rate,completion_rate,avg_latency_ms,energy_per_task_j
FIFO,normal,normal,700000005,54,-166.94424844084307,-3.0915601563119086,0.05555555555555555,0.05555555555555555,1193.4632132423667,53.86515740444041
RoundRobin,normal,normal,700000005,54,-100.95079237538243,-1.8694591180626376,0.5925925925925926,0.5925925925925926,773.5400513475684,29.265045370386538
Random,normal,normal,700000005,54,-115.23950980010703,-2.1340649962982785,0.4444444444444444,0.4444444444444444,934.7548526412332,27.26098706409982
Greedy,normal,normal,700000005,54,-91.91665223244004,-1.7021602265266675,0.6481481481481481,0.6666666666666666,804.9193903093902,24.997124808408216
ECT,normal,normal,700000005,54,-60.71252312497742,-1.1243059837958782,0.8333333333333334,0.8333333333333334,743.7101650407509,24.428319322036508
FIFO,normal,normal,700000006,52,-171.1059304997328,-3.2904986634564,0.038461538461538464,0.038461538461538464,901.6607133156842,63.46669158600639
RoundRobin,normal,normal,700000006,52,-75.52376381542908,-1.452380073373636,0.6346153846153846,0.6538461538461539,798.6422805007409,34.56355233161504
Random,normal,normal,700000006,52,-111.67391880445341,-2.147575361624104,0.4807692307692308,0.4807692307692308,746.2393485697082,30.449664064771305
Greedy,normal,normal,700000006,52,-80.52181967029577,-1.5484965321210724,0.6346153846153846,0.6346153846153846,738.6351730316748,29.459921303558684
ECT,normal,normal,700000006,52,-56.13962237956712,-1.079608122683983,0.8269230769230769,0.8461538461538461,748.933886218906,26.299263945524253
FIFO,normal,normal,700000007,44,-124.79873262964747,-2.836334832491988,0.13636363636363635,0.13636363636363635,1013.8823904851764,47.02141043014538
RoundRobin,normal,normal,700000007,44,-64.26743175624189,-1.4606234490054975,0.7272727272727273,0.7272727272727273,751.6437893304014,30.913811225676714
Random,normal,normal,700000007,44,-70.2705643677861,-1.5970582810860476,0.6818181818181818,0.6818181818181818,835.734845201869,30.175720986032335
Greedy,normal,normal,700000007,44,-58.121305810225216,-1.3209387684142095,0.75,0.75,759.5296126334821,30.91411309434128
ECT,normal,normal,700000007,44,-46.427781382325975,-1.0551768495983176,0.8863636363636364,0.8863636363636364,673.8233265378286,30.35395409320797
FIFO,normal,normal,700000008,42,-133.55369576583746,-3.179849899186606,0.11904761904761904,0.11904761904761904,1246.6214828512943,46.743604693430626
RoundRobin,normal,normal,700000008,42,-73.28829373582842,-1.7449593746625813,0.5952380952380952,0.5952380952380952,753.1771055484278,34.95215131652544
Random,normal,normal,700000008,42,-68.69876813897021,-1.6356849556897668,0.6428571428571429,0.6428571428571429,827.0159180736117,38.03508106841371
Greedy,normal,normal,700000008,42,-67.94233516870683,-1.6176746468739722,0.6904761904761905,0.6904761904761905,725.165271653031,30.228180800546312
ECT,normal,normal,700000008,42,-39.6619914788103,-0.9443331304478643,0.9047619047619048,0.9285714285714286,638.9992108131735,30.350079110567783
FIFO,normal,normal,700000009,66,-219.9247786765096,-3.3321936163107515,0.030303030303030304,0.030303030303030304,1355.6292882213154,68.67260177354693
RoundRobin,normal,normal,700000009,66,-127.32823778548199,-1.9292157240224543,0.5303030303030303,0.5303030303030303,715.3138747487296,33.78619716418135
Random,normal,normal,700000009,66,-151.47950796558735,-2.295144060084657,0.3939393939393939,0.3939393939393939,719.4126785446114,33.281999693246654
Greedy,normal,normal,700000009,66,-136.55203026111369,-2.0689701554714195,0.5303030303030303,0.5454545454545454,775.0749461164155,22.80145077999878
ECT,normal,normal,700000009,66,-84.20501210790505,-1.27583351678644,0.7878787878787878,0.803030303030303,708.0470477246919,20.73761693169046
FIFO,normal,normal,700000010,52,-198.66270311187174,-3.8204365983052258,0.019230769230769232,0.019230769230769232,1432.197306630957,56.34835955104016
RoundRobin,normal,normal,700000010,52,-106.81238416319306,-2.054084310830636,0.6153846153846154,0.6153846153846154,775.954815079754,28.097849589745326
Random,normal,normal,700000010,52,-113.74290123661113,-2.187363485319445,0.5961538461538461,0.5961538461538461,815.4430247810126,25.636227853641586
Greedy,normal,normal,700000010,52,-105.34394995812755,-2.025845191502453,0.5961538461538461,0.5961538461538461,833.9122056146747,25.997933920579705
ECT,normal,normal,700000010,52,-73.31460865183705,-1.4098963202276356,0.8269230769230769,0.8269230769230769,732.7299957905861,25.922430566528092
FIFO,normal,normal,700000011,63,-208.90088956930498,-3.315887136020714,0.031746031746031744,0.031746031746031744,801.3957268340873,57.81163216437017
RoundRobin,normal,normal,700000011,63,-122.1130666485091,-1.9383026452144303,0.5238095238095238,0.5238095238095238,767.1415606333503,24.318147677649748
Random,normal,normal,700000011,63,-139.11827324550896,-2.208226559452523,0.4444444444444444,0.4444444444444444,785.8910169973444,25.468589787160496
Greedy,normal,normal,700000011,63,-101.32410595851967,-1.6083191421987248,0.6349206349206349,0.6349206349206349,812.8877861932591,24.96550067955499
ECT,normal,normal,700000011,63,-73.07978533687782,-1.1599965926488542,0.8253968253968254,0.8412698412698413,738.8333794814321,22.1345299073872
FIFO,normal,normal,700000012,52,-169.55305035267156,-3.2606355837052226,0.038461538461538464,0.038461538461538464,1509.6753932467743,55.71128301207751
RoundRobin,normal,normal,700000012,52,-97.72396475726708,-1.8793070145628286,0.5384615384615384,0.5576923076923077,806.8783826836334,31.68448493201728
Random,normal,normal,700000012,52,-95.11973945745432,-1.8292257587971983,0.5961538461538461,0.5961538461538461,892.2780289857001,31.603755851480777
Greedy,normal,normal,700000012,52,-101.29099891029367,-1.947903825197955,0.5384615384615384,0.5576923076923077,891.938694507936,24.906828117743824
ECT,normal,normal,700000012,52,-79.57474904346265,-1.5302836354512048,0.6730769230769231,0.7115384615384616,706.4171915433493,25.064426654621176
FIFO,normal,normal,700000013,47,-129.77535326839006,-2.7611777291146824,0.1276595744680851,0.1276595744680851,1120.5446316567588,53.738110234925315
RoundRobin,normal,normal,700000013,47,-53.79868896574026,-1.1446529567178778,0.7446808510638298,0.7446808510638298,852.0796696550121,29.814455210318346
Random,normal,normal,700000013,47,-83.36860130131963,-1.7738000276876518,0.5106382978723404,0.5319148936170213,797.83315159055,53.36653462926956
Greedy,normal,normal,700000013,47,-62.875030968340624,-1.337766616347673,0.7446808510638298,0.7446808510638298,885.913839541125,29.1041999927508
ECT,normal,normal,700000013,47,-30.89461447161722,-0.6573322228003664,0.9148936170212766,0.9361702127659575,691.3207399688007,28.98504721883367
FIFO,normal,normal,700000014,54,-161.21764619769556,-2.9855119666239918,0.05555555555555555,0.05555555555555555,1080.1816839768146,60.39944703494683
RoundRobin,normal,normal,700000014,54,-101.06665268817028,-1.8716046794105607,0.5370370370370371,0.5555555555555556,710.9064635019544,31.398461985442054
Random,normal,normal,700000014,54,-116.1402571310064,-2.1507455024260445,0.4074074074074074,0.4074074074074074,766.0655368744254,34.56718722280702
Greedy,normal,normal,700000014,54,-102.67412406087554,-1.9013726677939915,0.5370370370370371,0.5740740740740741,759.9612752126404,24.846889831640972
ECT,normal,normal,700000014,54,-67.7851217205783,-1.2552800318625612,0.7777777777777778,0.7777777777777778,706.2801150519175,24.13716860003276
FIFO,normal,normal,700000015,54,-195.93191032285492,-3.6283687096824986,0.018518518518518517,0.018518518518518517,1074.4022979575693,57.12756387235264
RoundRobin,normal,normal,700000015,54,-106.81796433468945,-1.9781104506423972,0.5185185185185185,0.5185185185185185,762.359509590091,31.4371966936001
Random,normal,normal,700000015,54,-88.85137038702497,-1.6453957479078698,0.6296296296296297,0.6296296296296297,771.5181263377334,43.53360354066067
Greedy,normal,normal,700000015,54,-91.01743058133667,-1.6855079737284568,0.6111111111111112,0.6111111111111112,864.6330558795516,23.929910096021104
ECT,normal,normal,700000015,54,-47.88456277426419,-0.8867511624863739,0.8888888888888888,0.8888888888888888,721.3647594407861,24.447124194238057
FIFO,normal,normal,700000016,49,-163.03441350714806,-3.3272329287173075,0.04081632653061224,0.04081632653061224,1012.0048262911849,51.84472170912697
RoundRobin,normal,normal,700000016,49,-85.70678834544847,-1.7491181294989484,0.6326530612244898,0.6326530612244898,701.0982644904013,30.569379378909996
Random,normal,normal,700000016,49,-111.72958119019982,-2.280195534493874,0.4489795918367347,0.4489795918367347,757.1822454578986,37.362211318676756
Greedy,normal,normal,700000016,49,-74.5255008051207,-1.5209285878596062,0.673469387755102,0.673469387755102,730.692244761181,28.723422885494934
ECT,normal,normal,700000016,49,-38.40061143603005,-0.7836859476740826,0.9183673469387755,0.9183673469387755,624.8394246603422,27.292404459520736
FIFO,normal,normal,700000017,53,-188.91145284813547,-3.5643670348704806,0.03773584905660377,0.03773584905660377,1088.4325860476579,71.14735530651078
RoundRobin,normal,normal,700000017,53,-102.81599637966784,-1.9399244599937329,0.5849056603773585,0.6037735849056604,752.866014231656,34.74409764653103
Random,normal,normal,700000017,53,-128.00142373910856,-2.41512120262469,0.4716981132075472,0.4716981132075472,918.133162333672,49.98732350921192
Greedy,normal,normal,700000017,53,-111.73174445236126,-2.1081461217426654,0.5094339622641509,0.5283018867924528,790.1601735333437,24.663610800285074
ECT,normal,normal,700000017,53,-70.93774097551834,-1.3384479429343084,0.7547169811320755,0.7735849056603774,723.9569113975472,25.307306312459122
FIFO,normal,normal,700000018,38,-128.8545552733217,-3.390909349297939,0.10526315789473684,0.10526315789473684,1011.7855239564183,56.60456995332605
RoundRobin,normal,normal,700000018,38,-85.84391211789244,-2.2590503188919064,0.5526315789473685,0.5526315789473685,703.2408642688175,33.15756594174275
Random,normal,normal,700000018,38,-90.37115628808581,-2.3781883233706793,0.5263157894736842,0.5263157894736842,744.0352696119309,32.0925411304265
Greedy,normal,normal,700000018,38,-75.48712340515054,-1.9865032475039617,0.5789473684210527,0.5789473684210527,699.5159096571098,32.655925448853395
ECT,normal,normal,700000018,38,-47.47500230173476,-1.2493421658351254,0.8157894736842105,0.8157894736842105,643.4120986079687,32.1637278839819
FIFO,normal,normal,700000019,49,-181.39835117118093,-3.7020071667587944,0.0,0.0,0.0,57.34306594580636
RoundRobin,normal,normal,700000019,49,-120.22071525091548,-2.4534839847125607,0.4489795918367347,0.46938775510204084,815.2874935895949,34.87565517058399
Random,normal,normal,700000019,49,-124.24852971015324,-2.5356842797990455,0.40816326530612246,0.42857142857142855,840.1934580842235,31.53909530633728
Greedy,normal,normal,700000019,49,-111.55818363717866,-2.276697625248544,0.5510204081632653,0.5714285714285714,785.690331818275,25.765676294177606
ECT,normal,normal,700000019,49,-67.86029624497176,-1.3849040049994237,0.7755102040816326,0.7755102040816326,713.509485483,25.989894182503228
FIFO,normal,congested,700000020,52,-199.40670668924133,-3.834744359408487,0.0,0.0,0.0,148.6592910112314
RoundRobin,normal,congested,700000020,52,-161.47533608496337,-3.105294924710834,0.21153846153846154,0.21153846153846154,948.3585283510226,75.57015530767913
Random,normal,congested,700000020,52,-172.27825640135296,-3.313043392333711,0.21153846153846154,0.21153846153846154,839.5756862530978,66.05235708771873
Greedy,normal,congested,700000020,52,-161.31545411701285,-3.1022202714810163,0.17307692307692307,0.17307692307692307,995.9625868783971,32.8390142100164
ECT,normal,congested,700000020,52,-143.6861124436366,-2.7631944700699345,0.3076923076923077,0.3269230769230769,938.5492010266759,26.519530928343666
FIFO,normal,congested,700000021,54,-196.32032206357033,-3.635561519695747,0.0,0.0,0.0,188.973888888884
RoundRobin,normal,congested,700000021,54,-162.65799682416474,-3.012185126373421,0.16666666666666666,0.18518518518518517,1106.587309914249,78.27289569634361
Random,normal,congested,700000021,54,-163.45445121181677,-3.0269342817003104,0.18518518518518517,0.2037037037037037,1074.118197891511,108.86781012045539
Greedy,normal,congested,700000021,54,-144.7841362933309,-2.6811877091357577,0.2222222222222222,0.24074074074074073,843.5236585781859,36.5517388719603
ECT,normal,congested,700000021,54,-152.3164367531711,-2.820674754688354,0.24074074074074073,0.25925925925925924,1266.838388368084,28.214557138012577
FIFO,normal,congested,700000022,58,-196.38206592588034,-3.385897688377247,0.0,0.0,0.0,165.7577586206857
RoundRobin,normal,congested,700000022,58,-151.074253491969,-2.604728508482224,0.3103448275862069,0.3275862068965517,1033.3464462118081,63.283285354752664
Random,normal,congested,700000022,58,-155.25425924896132,-2.6767975732579536,0.1896551724137931,0.20689655172413793,1221.8723736530917,59.763754957470894
Greedy,normal,congested,700000022,58,-155.08900511755394,-2.6739483640957578,0.22413793103448276,0.22413793103448276,1290.87901640356,32.371339961213664
ECT,normal,congested,700000022,58,-155.96899857164803,-2.6891206650284145,0.20689655172413793,0.20689655172413793,1312.195364818616,27.299671468464062
FIFO,normal,congested,700000023,55,-209.97089310484304,-3.817652601906237,0.0,0.0,0.0,182.08345826634547
RoundRobin,normal,congested,700000023,55,-170.45700922794893,-3.0992183495990715,0.2,0.2,972.8248839272717,79.32509516800063
Random,normal,congested,700000023,55,-173.3723840959098,-3.1522251653801785,0.2,0.2,996.8959477546006,66.28137508274668
Greedy,normal,congested,700000023,55,-171.75540451919284,-3.122825536712597,0.16363636363636364,0.16363636363636364,1363.1065586787747,27.657530559387947
ECT,normal,congested,700000023,55,-170.60935153961395,-3.1019882098111626,0.16363636363636364,0.16363636363636364,1366.278363122142,25.577970433528897
FIFO,normal,congested,700000024,56,-195.6003167749614,-3.4928627995528823,0.017857142857142856,0.017857142857142856,1279.9257369422353,175.12854959196807
RoundRobin,normal,congested,700000024,56,-155.37524353130644,-2.7745579202019006,0.21428571428571427,0.21428571428571427,1187.3752064369862,85.8597001759952
Random,normal,congested,700000024,56,-154.30317858494277,-2.7554139033025495,0.25,0.25,1124.8031457859654,70.95803552268069
Greedy,normal,congested,700000024,56,-157.3469429680439,-2.8097668387150696,0.16071428571428573,0.16071428571428573,1255.9350720002815,36.725000535162785
ECT,normal,congested,700000024,56,-154.59869562615276,-2.7606909933241566,0.19642857142857142,0.19642857142857142,1171.2145124114543,26.965020091805435
FIFO,normal,congested,700000025,47,-159.03928062090694,-3.383814481295892,0.0,0.0,0.0,190.23234042552747
RoundRobin,normal,congested,700000025,47,-136.39876185894028,-2.9021013161476654,0.14893617021276595,0.14893617021276595,1426.5140591541658,92.42087117004989
Random,normal,congested,700000025,47,-114.862860448571,-2.443890647841936,0.2765957446808511,0.2765957446808511,1164.6881929054548,62.60438747395443
Greedy,normal,congested,700000025,47,-120.58547204126084,-2.5656483413034223,0.2127659574468085,0.2127659574468085,1244.2217192157882,48.35531552817878
ECT,normal,congested,700000025,47,-111.0035145791422,-2.361776905939196,0.2553191489361702,0.2765957446808511,1284.2793419815591,32.822531678804516
FIFO,normal,congested,700000026,48,-177.8626043797322,-3.7054709245777544,0.0,0.0,0.0,151.96229166666078
RoundRobin,normal,congested,700000026,48,-141.3675632009007,-2.945157566685431,0.2916666666666667,0.2916666666666667,907.4832130608877,77.15422713971444
Random,normal,congested,700000026,48,-153.1672204815822,-3.1909837600329625,0.1875,0.1875,1130.6865517163415,84.50860635239785
Greedy,normal,congested,700000026,48,-133.7734009357398,-2.7869458528279125,0.3125,0.3333333333333333,1080.4515322604445,31.747934676873196
ECT,normal,congested,700000026,48,-135.20214089692035,-2.816711268685841,0.2708333333333333,0.2708333333333333,908.9062810218667,27.675759278880633
FIFO,normal,congested,700000027,44,-170.85133271065143,-3.882984834332987,0.0,0.0,0.0,161.82310113972747
RoundRobin,normal,congested,700000027,44,-146.56673423521121,-3.331062141709346,0.18181818181818182,0.20454545454545456,1361.1034071648635,82.0590347318799
Random,normal,congested,700000027,44,-148.06592142734306,-3.3651345778941604,0.11363636363636363,0.11363636363636363,781.7251402645691,89.10553381021599
Greedy,normal,congested,700000027,44,-143.4489201181781,-3.260202729958593,0.18181818181818182,0.20454545454545456,1474.397154912559,33.04559654764133
ECT,normal,congested,700000027,44,-131.84914527437846,-2.9965714835086015,0.25,0.25,1245.2407682685587,32.02155694554139
FIFO,normal,congested,700000028,58,-210.07875490941132,-3.622047498438126,0.017241379310344827,0.017241379310344827,700.7095267465422,178.64434804850106
RoundRobin,normal,congested,700000028,58,-176.19629528999067,-3.037867160172253,0.15517241379310345,0.15517241379310345,965.0744310563985,66.7269810952094
Random,normal,congested,700000028,58,-175.89188941647578,-3.0326187830426856,0.1724137931034483,0.1724137931034483,1054.1386449990368,90.45913738308577
Greedy,normal,congested,700000028,58,-169.5996758520277,-2.92413234227634,0.1724137931034483,0.1724137931034483,972.8472169554658,33.06763952394782
ECT,normal,congested,700000028,58,-171.6336354457035,-2.959200611132819,0.15517241379310345,0.15517241379310345,1238.2801665602087,28.103039170833927
FIFO,normal,congested,700000029,53,-198.8577575478373,-3.7520331612799493,0.0,0.0,0.0,174.2799139356603
RoundRobin,normal,congested,700000029,53,-150.73358676675346,-2.8440299389953485,0.2641509433962264,0.2641509433962264,949.094757334327,68.22554291137449
Random,normal,congested,700000029,53,-160.56039860304796,-3.0294414830763765,0.2641509433962264,0.2641509433962264,1144.8273822432513,77.89630335958695
Greedy,normal,congested,700000029,53,-142.55438537924843,-2.6897053845141214,0.3018867924528302,0.3018867924528302,1005.4832463064852,35.02133348099317
ECT,normal,congested,700000029,53,-150.9871601331027,-2.848814342134013,0.3018867924528302,0.3018867924528302,1162.8236623063226,26.9378521311895
FIFO,normal,congested,700000030,52,-196.5586022248168,-3.7799731197080155,0.019230769230769232,0.019230769230769232,1932.6242527210911,168.28191091508234
RoundRobin,normal,congested,700000030,52,-157.32952286899086,-3.0255677474805935,0.21153846153846154,0.21153846153846154,1252.1735751602014,62.64322451820135
Random,normal,congested,700000030,52,-155.34292001569122,-2.9873638464556005,0.2692307692307692,0.2692307692307692,921.7755560287698,88.15344948034644
Greedy,normal,congested,700000030,52,-157.58655281268022,-3.0305106310130814,0.19230769230769232,0.19230769230769232,958.5199415199313,36.82782820665176
ECT,normal,congested,700000030,52,-154.13514908913126,-2.9641374824832933,0.25,0.25,1166.7489195987594,28.27962040918404
FIFO,normal,congested,700000031,41,-154.750846643437,-3.774410893742366,0.0,0.0,0.0,189.8519475753218
RoundRobin,normal,congested,700000031,41,-116.44980893530824,-2.840239242324591,0.2926829268292683,0.2926829268292683,975.0459935561071,72.95849042323195
Random,normal,congested,700000031,41,-118.33271103049032,-2.8861636836704956,0.2682926829268293,0.2682926829268293,849.0536860322289,86.79205502774946
Greedy,normal,congested,700000031,41,-118.45366398926575,-2.88911375583575,0.2926829268292683,0.2926829268292683,1131.3152863058972,38.19494661937903
ECT,normal,congested,700000031,41,-111.33165924362174,-2.7154063230151646,0.3902439024390244,0.3902439024390244,1071.7953083482603,36.47858103160956
FIFO,normal,congested,700000032,42,-148.4431670004226,-3.5343611190576807,0.023809523809523808,0.023809523809523808,461.4171091862375,171.9641499761446
RoundRobin,normal,congested,700000032,42,-118.28265950956308,-2.81625379784674,0.23809523809523808,0.23809523809523808,929.036632141019,55.51958432877896
Random,normal,congested,700000032,42,-124.13453410974121,-2.955584145470029,0.21428571428571427,0.21428571428571427,1058.6130502345754,67.00103601919986
Greedy,normal,congested,700000032,42,-116.82230911476684,-2.7814835503515916,0.23809523809523808,0.23809523809523808,892.0813206150233,31.056593760984274
ECT,normal,congested,700000032,42,-101.59645450282932,-2.418963202448317,0.35714285714285715,0.35714285714285715,945.7750742256663,29.821050819475754
FIFO,normal,congested,700000033,46,-166.64197921116045,-3.622651721981749,0.0,0.0,0.0,166.05794505279525
RoundRobin,normal,congested,700000033,46,-144.72296958358083,-3.14615151268654,0.15217391304347827,0.17391304347826086,1039.1998963951937,91.14603119727302
Random,normal,congested,700000033,46,-138.68450972329748,-3.014880646158641,0.21739130434782608,0.21739130434782608,1076.3932836587032,89.87209128027915
Greedy,normal,congested,700000033,46,-137.1245271951103,-2.980967982502398,0.1956521739130435,0.21739130434782608,1238.174880616422,33.84667269575833
ECT,normal,congested,700000033,46,-133.42296514593656,-2.9004992423029687,0.2391304347826087,0.2391304347826087,1299.3881729185,27.78222487681386
FIFO,normal,congested,700000034,46,-175.011026666073,-3.8045875362189783,0.0,0.0,0.0,143.03108695651815
RoundRobin,normal,congested,700000034,46,-148.6466765380016,-3.2314494899565567,0.21739130434782608,0.21739130434782608,1207.8713402489227,50.93167283129606
Random,normal,congested,700000034,46,-144.88848083247652,-3.149749583314707,0.21739130434782608,0.21739130434782608,1110.1545062322475,75.81046523409391
Greedy,normal,congested,700000034,46,-137.6169614557133,-2.991673075124202,0.2826086956521739,0.2826086956521739,1362.0813354027073,40.48437215023271
ECT,normal,congested,700000034,46,-132.00503281420583,-2.869674626395779,0.32608695652173914,0.32608695652173914,1154.1731069956702,26.871602733895212
FIFO,normal,congested,700000035,50,-183.50929529119995,-3.670185905823999,0.02,0.02,1107.2316629152256,198.31741439991507
RoundRobin,normal,congested,700000035,50,-139.31429385813763,-2.7862858771627526,0.28,0.28,1328.5072659074508,71.21276423575013
Random,normal,congested,700000035,50,-158.5146198856728,-3.170292397713456,0.12,0.12,1234.762732527997,90.01039943619082
Greedy,normal,congested,700000035,50,-146.44183004089493,-2.9288366008178985,0.18,0.18,1276.3320070166271,35.31870790938291
ECT,normal,congested,700000035,50,-141.23203079242361,-2.8246406158484723,0.26,0.26,1296.8735881496928,29.452796868422748
FIFO,normal,congested,700000036,59,-218.96143889922533,-3.711210828800429,0.03389830508474576,0.03389830508474576,1191.3987382740538,187.52525190189502
RoundRobin,normal,congested,700000036,59,-184.46520176844894,-3.1265288435330327,0.1864406779661017,0.1864406779661017,883.6169480330897,80.439934806352
Random,normal,congested,700000036,59,-186.62036121226822,-3.1630569696994613,0.13559322033898305,0.13559322033898305,1196.8982317180999,44.67326705652156
Greedy,normal,congested,700000036,59,-176.3941209183791,-2.9897308630233743,0.2033898305084746,0.2033898305084746,1005.5685692866176,28.490784080802527
ECT,normal,congested,700000036,59,-183.3642594191257,-3.1078688037139948,0.13559322033898305,0.13559322033898305,925.0741937456014,28.234493526900522
FIFO,normal,congested,700000037,45,-144.16689535332867,-3.203708785629526,0.022222222222222223,0.022222222222222223,787.6059347343413,139.02012327146264
RoundRobin,normal,congested,700000037,45,-116.13626452305124,-2.5808058782900276,0.26666666666666666,0.26666666666666666,1003.9786625541057,76.18761846883677
Random,normal,congested,700000037,45,-116.32438721041747,-2.5849863824537214,0.2222222222222222,0.2222222222222222,1123.9911865421634,61.12151391350553
Greedy,normal,congested,700000037,45,-112.58325135677892,-2.5018500301506426,0.24444444444444444,0.24444444444444444,1228.1555472407606,37.03668516497518
ECT,normal,congested,700000037,45,-97.87452289790653,-2.1749893977312564,0.3333333333333333,0.3333333333333333,1004.1895720049068,30.255950551155543
FIFO,normal,congested,700000038,59,-234.62535707154404,-3.9767009673143057,0.01694915254237288,0.01694915254237288,864.7528363406932,177.67827687590903
RoundRobin,normal,congested,700000038,59,-194.0662371870877,-3.289258257408266,0.1864406779661017,0.1864406779661017,962.438169435467,93.61555723735623
Random,normal,congested,700000038,59,-200.33257890522117,-3.3954674390715454,0.1694915254237288,0.1694915254237288,1082.3599146006068,98.32961907481857
Greedy,normal,congested,700000038,59,-187.15466690767545,-3.172112998435177,0.2033898305084746,0.2033898305084746,1211.5346089986963,32.584717382303694
ECT,normal,congested,700000038,59,-194.13101762553066,-3.290356230941198,0.15254237288135594,0.1694915254237288,1114.8393924199634,26.231988727427765
FIFO,normal,congested,700000039,45,-165.11895842726926,-3.66931018727265,0.0,0.0,0.0,169.67499077622526
RoundRobin,normal,congested,700000039,45,-143.44781690512355,-3.187729264558301,0.1111111111111111,0.1111111111111111,1347.2123318997596,72.82277011806215
Random,normal,congested,700000039,45,-133.8821907970984,-2.9751597954910753,0.2222222222222222,0.2222222222222222,929.1053995219615,101.71195785532592
Greedy,normal,congested,700000039,45,-138.920545375743,-3.0871232305720664,0.15555555555555556,0.15555555555555556,1313.0221714315946,29.929074253530754
ECT,normal,congested,700000039,45,-141.6710409472559,-3.1482453543834645,0.1111111111111111,0.1111111111111111,1337.3613715310807,28.36018800472672
FIFO,variable,normal,700000040,74,-258.36585151621006,-3.4914304258947304,0.02702702702702703,0.02702702702702703,937.2377483342752,68.66337629003397
RoundRobin,variable,normal,700000040,74,-168.74271243326882,-2.280306924773903,0.43243243243243246,0.44594594594594594,749.1413688726989,29.50745296517171
Random,variable,normal,700000040,74,-173.40111016967464,-2.343258245536144,0.4189189189189189,0.4189189189189189,825.6406370738795,29.914392376128934
Greedy,variable,normal,700000040,74,-144.99613915643033,-1.9594072858977072,0.5675675675675675,0.5675675675675675,834.8640755619126,18.985541969689454
ECT,variable,normal,700000040,74,-104.73519605700727,-1.4153404872568551,0.7432432432432432,0.7432432432432432,814.1739394844793,18.574315112634334
FIFO,variable,normal,700000041,84,-268.2910067273728,-3.1939405562782475,0.047619047619047616,0.047619047619047616,1411.0777907482645,68.33034930393796
RoundRobin,variable,normal,700000041,84,-159.35405961270232,-1.8970721382464562,0.5119047619047619,0.5119047619047619,829.7491820777166,31.329892619752453
Random,variable,normal,700000041,84,-153.25901733075054,-1.8245121110803635,0.47619047619047616,0.4880952380952381,825.1285747295117,21.91267025099552
Greedy,variable,normal,700000041,84,-163.6482940454973,-1.9481939767321106,0.5,0.5,928.4128189147675,18.09951241569301
ECT,variable,normal,700000041,84,-140.5956125355625,-1.6737572920900299,0.5952380952380952,0.5952380952380952,866.1458825216558,17.068144381598692
FIFO,variable,normal,700000042,72,-247.13263501849764,-3.432397708590245,0.0,0.0,0.0,60.47172521147321
RoundRobin,variable,normal,700000042,72,-133.6163682435844,-1.8557828922720054,0.5138888888888888,0.5138888888888888,699.422387360274,29.08865155580883
Random,variable,normal,700000042,72,-144.05676909800485,-2.000788459694512,0.4722222222222222,0.4722222222222222,794.0835793643613,31.761876711855002
Greedy,variable,normal,700000042,72,-130.5007313122723,-1.8125101571148932,0.5972222222222222,0.5972222222222222,838.4012445891907,20.635171685423884
ECT,variable,normal,700000042,72,-88.55122142397286,-1.2298780753329563,0.7777777777777778,0.7916666666666666,742.1956891342136,19.3397253471776
FIFO,variable,normal,700000043,84,-276.12703919252976,-3.287226657053926,0.011904761904761904,0.011904761904761904,1122.4986176293535,55.55441011090005
RoundRobin,variable,normal,700000043,84,-153.6129960516112,-1.8287261434715618,0.5357142857142857,0.5357142857142857,771.0332664770234,31.111766224337945
Random,variable,normal,700000043,84,-178.87867711260876,-2.12950806086439,0.4523809523809524,0.4642857142857143,854.6938477482053,31.60078864637771
Greedy,variable,normal,700000043,84,-156.45159678583053,-1.8625190093551254,0.5,0.5,831.4806260228559,19.29980276787085
ECT,variable,normal,700000043,84,-126.97169941194848,-1.5115678501422438,0.7023809523809523,0.7142857142857143,839.1514820929157,16.49854768637005
FIFO,variable,normal,700000044,90,-318.1095344694871,-3.534550382994301,0.011111111111111112,0.011111111111111112,1210.6784982763909,72.29728550624569
RoundRobin,variable,normal,700000044,90,-208.40335943429955,-2.3155928826033283,0.4444444444444444,0.4444444444444444,850.3015680777884,30.956378090293523
Random,variable,normal,700000044,90,-223.90868565100573,-2.487874285011175,0.37777777777777777,0.3888888888888889,832.2966304669992,28.84174939552748
Greedy,variable,normal,700000044,90,-193.08061612844398,-2.145340179204933,0.4888888888888889,0.4888888888888889,867.3754142631159,21.81464720174139
ECT,variable,normal,700000044,90,-153.13286156151187,-1.7014762395723542,0.6666666666666666,0.6666666666666666,891.1814941781765,16.570421222674767
FIFO,variable,normal,700000045,92,-318.269646688114,-3.4594526813925435,0.0,0.010869565217391304,1005.5537346328066,66.79363070092211
RoundRobin,variable,normal,700000045,92,-219.5638151598037,-2.386563208258736,0.41304347826086957,0.42391304347826086,741.2708242342097,33.26376993724233
Random,variable,normal,700000045,92,-209.46659572492314,-2.276810823096991,0.45652173913043476,0.4673913043478261,775.7483057357645,34.33918024324489
Greedy,variable,normal,700000045,92,-203.86991815125492,-2.2159773712092927,0.5108695652173914,0.5217391304347826,861.6388013294728,15.825527848616687
ECT,variable,normal,700000045,92,-173.21586435850404,-1.8827811343315657,0.5978260869565217,0.6086956521739131,757.3408177258194,15.000000622934179
